TimePeriod,GeoType,GeoID,GeoRank,Geography,Age-adjusted percent,Number,Percent
2008,UHF34,302,3,Central Harlem - Morningside Heights,"5.9* (2.8, 11.8)","6,000*","5.6* (2.6, 11.6)"
2008,UHF34,303,3,East Harlem,"12.6* (6.9, 22.0)","12,000*","15.0* (7.9, 26.5)"
2008,UHF34,304,3,Upper West Side,"6.0* (2.8, 12.1)","14,000*","7.1* (3.2, 15.2)"
2008,UHF34,401,3,Long Island City - Astoria,"3.4* (1.5, 7.4)","7,000*","3.8* (1.6, 8.3)"
2008,UHF34,402,3,West Queens,"4.0* (2.1, 7.5)","15,000*","4.1* (2.1, 7.9)"
2008,UHF34,403,3,Flushing - Clearview,"2.6* (1.0, 6.6)","5,000*","2.7* (1.0, 6.6)"
2008,UHF34,405,3,Ridgewood - Forest Hills,"12.1* (7.1, 19.9)","21,000*","10.9* (5.9, 19.3)"
2008,UHF34,407,3,Southwest Queens,"4.4* (2.1, 9.1)","11,000*","5.2* (2.3, 11.3)"
2008,UHF34,408,3,Jamaica,"5.6* (2.5, 11.9)","12,000*","5.9* (2.5, 13.2)"
2008,UHF34,409,3,Southeast Queens,**,**,**
2008,UHF34,410,3,Rockaways,"4.2* (1.9, 8.9)","3,000*","4.1* (1.9, 8.7)"
2008,UHF34,305307,3,Upper East Side-Gramercy,"4.2* (2.0, 8.8)","13,000*","4.1* (1.8, 8.7)"
2008,UHF34,306308,3,Chelsea-Village  ,"7.4* (3.3, 15.8)","13,000*","6.9* (3.5, 13.2)"
2008,UHF34,309310,3,Union Square-Lower Manhattan,"4.2* (2.2, 7.8)","7,000*","3.8* (2.0, 7.2)"
2008,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"2.0* (0.8, 5.1)","3,000*","2.1* (0.8, 5.2)"
2008,UHF34,501502,3,Northern SI,"1.8* (0.6, 4.8)","2,000*","1.5* (0.6, 3.7)"
2008,UHF34,503504,3,Southern SI,"6.9 (4.1, 11.2)","15,000","7.4 (4.4, 12.1)"
2008,UHF34,105106107,3,South Bronx,"9.0 (6.1, 13.0)","30,000","9.2 (6.0, 13.7)"
2008,Borough,1,1,Bronx,"8.1 (6.2, 10.6)","76,000","8.2 (6.1, 10.9)"
2008,Borough,2,1,Brooklyn,"3.9 (3.0, 5.1)","70,000","3.9 (3.0, 5.1)"
2008,Borough,3,1,Manhattan,"6.0 (4.4, 8.0)","76,000","6.0 (4.4, 8.0)"
2008,Borough,4,1,Queens,"4.8 (3.6, 6.4)","83,000","4.8 (3.6, 6.4)"
2008,Borough,5,1,Staten Island,"4.8 (3.0, 7.5)","17,000","5.0 (3.1, 8.0)"
2008,Citywide,1,0,New York City,"5.3 (4.6, 6.1)","322,000","5.3 (4.6, 6.1)"
2007,UHF34,101,3,Kingsbridge - Riverdale,"3.5* (1.6, 7.2)","2,000*","3.5* (1.6, 7.4)"
2007,UHF34,102,3,Northeast Bronx,"2.3* (1.0, 5.1)","3,000*","2.2* (1.0, 5.0)"
2007,UHF34,103,3,Fordham - Bronx Pk,"2.1* (1.0, 4.3)","3,000*","2.0* (0.9, 4.4)"
2007,UHF34,104,3,Pelham - Throgs Neck,"6.3 (3.6, 11.0)","13,000","6.2 (3.5, 10.9)"
2007,UHF34,201,3,Greenpoint,"7.9* (3.5, 16.7)","7,000*","7.3* (3.1, 16.2)"
2007,UHF34,202,3,Downtown - Heights - Slope,"4.3* (2.1, 8.5)","8,000*","4.7* (2.2, 9.7)"
2007,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"5.0 (3.2, 7.8)","11,000","5.2 (3.3, 8.0)"
2007,UHF34,204,3,East New York,"3.1* (1.4, 6.9)","3,000*","2.8* (1.3, 6.2)"
2007,UHF34,205,3,Sunset Park,**,**,**
2007,UHF34,206,3,Borough Park,"2.0* (1.0, 4.0)","5,000*","2.0* (1.0, 4.1)"
2007,UHF34,207,3,East Flatbush - Flatbush,"3.9* (2.0, 7.5)","9,000*","4.1* (2.0, 8.1)"
2007,UHF34,208,3,Canarsie - Flatlands,"2.5* (1.1, 5.8)","4,000*","2.5* (1.1, 5.9)"
2007,UHF34,209,3,Bensonhurst - Bay Ridge,"4.5* (2.3, 8.8)","7,000*","4.4* (2.2, 8.7)"
2007,UHF34,210,3,Coney Island - Sheepshead Bay,"4.5* (2.4, 8.2)","11,000*","5.1* (2.8, 9.3)"
2007,UHF34,211,3,Williamsburg - Bushwick,"3.6* (1.9, 6.9)","4,000*","3.1* (1.6, 6.1)"
2007,UHF34,301,3,Washington Heights,"3.8* (2.0, 7.2)","7,000*","3.6* (1.9, 6.9)"
2007,UHF34,302,3,Central Harlem - Morningside Heights,"6.5 (3.9, 10.6)","7,000","6.5 (3.7, 11.0)"
2007,UHF34,303,3,East Harlem,"5.8* (2.9, 11.5)","5,000*","5.9* (2.7, 12.7)"
2007,UHF34,304,3,Upper West Side,"3.3* (1.5, 7.0)","6,000*","3.3* (1.5, 7.3)"
2007,UHF34,401,3,Long Island City - Astoria,"6.1 (3.5, 10.6)","11,000","6.3 (3.5, 11.1)"
2007,UHF34,402,3,West Queens,"2.9* (1.6, 5.2)","11,000*","3.0* (1.6, 5.5)"
2007,UHF34,403,3,Flushing - Clearview,"2.5* (1.0, 6.1)","5,000*","2.6* (1.0, 6.4)"
2007,UHF34,405,3,Ridgewood - Forest Hills,"4.3* (1.6, 10.9)","8,000*","3.9* (1.5, 9.9)"
2007,UHF34,407,3,Southwest Queens,"6.9* (3.8, 12.4)","14,000*","6.9* (3.7, 12.6)"
2007,UHF34,408,3,Jamaica,"5.1 (3.0, 8.5)","10,000","5.0 (2.9, 8.4)"
2007,UHF34,409,3,Southeast Queens,"3.5* (1.7, 7.1)","5,000*","3.4* (1.7, 7.0)"
2007,UHF34,410,3,Rockaways,"1.9* (0.6, 6.2)","1,000*","1.9* (0.6, 6.2)"
2007,UHF34,305307,3,Upper East Side-Gramercy,"3.1* (1.6, 5.8)","10,000*","3.3* (1.7, 6.4)"
2007,UHF34,306308,3,Chelsea-Village  ,"4.2* (2.3, 7.5)","9,000*","4.6* (2.4, 8.8)"
2007,UHF34,309310,3,Union Square-Lower Manhattan,"6.4 (3.8, 10.6)","13,000","6.7 (3.9, 11.4)"
2007,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"3.0* (1.5, 5.8)","4,000*","3.1* (1.6, 6.1)"
2007,UHF34,501502,3,Northern SI,"6.8 (3.9, 11.4)","9,000","6.8 (3.9, 11.6)"
2007,UHF34,503504,3,Southern SI,"4.3* (2.4, 7.7)","9,000","4.4 (2.4, 7.8)"
2007,UHF34,105106107,3,South Bronx,"7.4 (5.5, 10.0)","24,000","7.3 (5.3, 10.0)"
2007,Borough,1,1,Bronx,"5.1 (4.0, 6.5)","46,000","5.0 (3.9, 6.4)"
2007,Borough,2,1,Brooklyn,"4.2 (3.3, 5.2)","74,000","4.1 (3.3, 5.2)"
2007,Borough,3,1,Manhattan,"4.6 (3.6, 5.8)","57,000","4.5 (3.5, 5.8)"
2007,Borough,4,1,Queens,"4.1 (3.2, 5.2)","71,000","4.1 (3.2, 5.2)"
2007,Borough,5,1,Staten Island,"5.3 (3.5, 8.0)","18,000","5.3 (3.6, 7.9)"
2007,Citywide,1,0,New York City,"4.4 (3.9, 5.0)","266,000","4.4 (3.9, 4.9)"
2006,UHF34,101,3,Kingsbridge - Riverdale,"4.4* (2.1, 9.2)","3,000*","4.3* (2.0, 9.1)"
2006,UHF34,102,3,Northeast Bronx,"3.2* (1.5, 6.7)","4,000*","3.2* (1.5, 6.7)"
2006,UHF34,103,3,Fordham - Bronx Pk,"7.4* (4.1, 12.8)","13,000*","7.7* (3.9, 14.4)"
2006,UHF34,104,3,Pelham - Throgs Neck,"9.0 (5.3, 15.0)","19,000","8.9 (5.1, 15.2)"
2006,UHF34,201,3,Greenpoint,"8.0* (3.8, 16.1)","7,000*","7.8* (3.5, 16.6)"
2006,UHF34,202,3,Downtown - Heights - Slope,"6.4 (3.9, 10.4)","12,000","6.8 (4.1, 11.1)"
2006,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"7.7 (5.4, 10.9)","17,000","7.7 (5.4, 10.8)"
2006,UHF34,204,3,East New York,"6.6 (3.9, 11.0)","7,000","6.2 (3.6, 10.4)"
2006,UHF34,205,3,Sunset Park,"5.4* (2.3, 12.2)","5,000*","5.4* (2.3, 12.0)"
2006,UHF34,206,3,Borough Park,"2.7* (1.4, 5.3)","6,000*","2.8* (1.4, 5.5)"
2006,UHF34,207,3,East Flatbush - Flatbush,"3.8 (2.2, 6.3)","8,000","3.8 (2.2, 6.3)"
2006,UHF34,208,3,Canarsie - Flatlands,**,**,**
2006,UHF34,209,3,Bensonhurst - Bay Ridge,"3.5 (2.0, 5.9)","6,000","3.8 (2.2, 6.5)"
2006,UHF34,210,3,Coney Island - Sheepshead Bay,"3.5* (1.7, 7.1)","8,000*","3.4* (1.8, 6.7)"
2006,UHF34,211,3,Williamsburg - Bushwick,"5.8 (3.5, 9.4)","8,000","6.0 (3.6, 9.9)"
2006,UHF34,301,3,Washington Heights,"4.9* (2.4, 9.6)","10,000*","5.0* (2.3, 10.2)"
2006,UHF34,302,3,Central Harlem - Morningside Heights,"10.7 (6.7, 16.6)","12,000","10.5 (6.3, 16.8)"
2006,UHF34,303,3,East Harlem,"7.6* (4.2, 13.4)","5,000*","6.7* (3.4, 12.6)"
2006,UHF34,304,3,Upper West Side,"9.8* (3.6, 23.8)","13,000*","6.8* (2.8, 15.6)"
2006,UHF34,401,3,Long Island City - Astoria,"3.4 (1.9, 5.8)","6,000","3.5 (2.0, 6.2)"
2006,UHF34,402,3,West Queens,"2.3* (1.0, 5.2)","9,000*","2.5* (1.0, 5.7)"
2006,UHF34,403,3,Flushing - Clearview,"4.6* (2.1, 10.0)","9,000*","4.4* (2.0, 9.5)"
2006,UHF34,405,3,Ridgewood - Forest Hills,"5.5* (2.5, 11.8)","10,000*","5.1* (2.3, 10.9)"
2006,UHF34,407,3,Southwest Queens,"1.7* (0.7, 3.8)","3,000*","1.7* (0.8, 4.0)"
2006,UHF34,408,3,Jamaica,"5.2 (2.9, 8.9)","11,000","5.1 (2.9, 8.7)"
2006,UHF34,409,3,Southeast Queens,"4.4 (2.5, 7.4)","7,000","4.3 (2.5, 7.3)"
2006,UHF34,410,3,Rockaways,"7.5* (3.3, 16.1)","6,000*","7.3* (2.8, 17.8)"
2006,UHF34,305307,3,Upper East Side-Gramercy,"8.4 (4.7, 14.7)","22,000","7.1 (4.1, 11.9)"
2006,UHF34,306308,3,Chelsea-Village  ,"4.3 (2.5, 7.3)","8,000","4.4 (2.5, 7.6)"
2006,UHF34,309310,3,Union Square-Lower Manhattan,"6.8 (4.3, 10.6)","12,000","6.5 (4.0, 10.4)"
2006,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"2.9* (1.2, 7.0)","4,000*","2.8* (1.1, 6.7)"
2006,UHF34,501502,3,Northern SI,"5.4 (3.3, 8.8)","7,000","5.5 (3.4, 8.9)"
2006,UHF34,503504,3,Southern SI,"2.9* (1.5, 5.7)","6,000*","3.1* (1.5, 6.1)"
2006,UHF34,105106107,3,South Bronx,"8.8 (6.5, 11.7)","29,000","8.8 (6.5, 12.0)"
2006,Borough,1,1,Bronx,"7.4 (5.9, 9.3)","69,000","7.4 (5.8, 9.5)"
2006,Borough,2,1,Brooklyn,"5.0 (4.2, 6.0)","89,000","5.0 (4.2, 5.9)"
2006,Borough,3,1,Manhattan,"6.5 (5.0, 8.3)","82,000","6.5 (5.0, 8.3)"
2006,Borough,4,1,Queens,"3.8 (2.9, 4.9)","64,000","3.7 (2.9, 4.8)"
2006,Borough,5,1,Staten Island,"3.9 (2.6, 5.9)","13,000","4.0 (2.6, 6.1)"
2006,Citywide,1,0,New York City,"5.3 (4.7, 5.9)","318,000","5.3 (4.7, 5.9)"
2004,UHF34,101,3,Kingsbridge - Riverdale,"6.8* (2.7, 16.1)","4,000*","5.8* (2.3, 13.8)"
2004,UHF34,102,3,Northeast Bronx,"4.1* (2.2, 7.6)","6,000*","4.2* (2.2, 7.7)"
2004,UHF34,103,3,Fordham - Bronx Pk,"7.5 (4.8, 11.6)","12,000","7.0 (4.4, 10.8)"
2004,UHF34,104,3,Pelham - Throgs Neck,"6.9 (4.1, 11.4)","15,000","6.8 (4.0, 11.4)"
2004,UHF34,201,3,Greenpoint,"3.5* (1.7, 7.0)","3,000*","3.7* (1.8, 7.6)"
2004,UHF34,202,3,Downtown - Heights - Slope,"8.8 (5.3, 14.3)","15,000","8.9 (5.3, 14.5)"
2004,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"4.6* (2.4, 8.9)","11,000*","4.8* (2.4, 9.6)"
2004,UHF34,204,3,East New York,"7.4 (4.9, 11.2)","9,000","8.0 (5.3, 12.1)"
2004,UHF34,205,3,Sunset Park,"3.2* (1.7, 5.9)","3,000*","3.0* (1.6, 5.5)"
2004,UHF34,206,3,Borough Park,"3.2* (1.7, 6.1)","7,000*","3.2* (1.7, 5.9)"
2004,UHF34,207,3,East Flatbush - Flatbush,"7.4 (4.6, 11.6)","17,000","7.3 (4.6, 11.5)"
2004,UHF34,208,3,Canarsie - Flatlands,"3.9* (1.9, 7.8)","5,000*","3.8* (1.8, 7.6)"
2004,UHF34,209,3,Bensonhurst - Bay Ridge,"3.8* (2.0, 7.0)","6,000*","3.8* (2.0, 7.0)"
2004,UHF34,210,3,Coney Island - Sheepshead Bay,"4.5* (2.4, 8.2)","10,000*","4.4* (2.4, 8.0)"
2004,UHF34,211,3,Williamsburg - Bushwick,"10.3 (6.5, 16.0)","13,000","10.1 (6.2, 16.0)"
2004,UHF34,301,3,Washington Heights,"5.5* (3.0, 9.8)","11,000*","5.4* (2.9, 9.7)"
2004,UHF34,302,3,Central Harlem - Morningside Heights,"3.9* (2.1, 7.3)","4,000*","3.9* (2.0, 7.3)"
2004,UHF34,303,3,East Harlem,"8.6 (5.1, 14.1)","7,000","8.8 (4.9, 15.2)"
2004,UHF34,304,3,Upper West Side,"4.1* (2.1, 7.9)","8,000*","4.0* (2.0, 7.7)"
2004,UHF34,401,3,Long Island City - Astoria,"4.0* (1.8, 8.5)","6,000*","3.6* (1.7, 7.7)"
2004,UHF34,402,3,West Queens,"2.0* (0.9, 4.2)","8,000*","2.0* (1.0, 4.2)"
2004,UHF34,403,3,Flushing - Clearview,"4.2* (2.2, 7.6)","9,000*","4.2* (2.2, 7.8)"
2004,UHF34,405,3,Ridgewood - Forest Hills,"2.5* (1.2, 4.9)","5,000*","2.5* (1.2, 4.9)"
2004,UHF34,407,3,Southwest Queens,"3.9* (2.0, 7.5)","8,000*","4.1* (2.0, 8.0)"
2004,UHF34,408,3,Jamaica,"3.7* (1.9, 7.0)","9,000*","4.2* (2.3, 7.7)"
2004,UHF34,409,3,Southeast Queens,"2.9* (1.5, 5.6)","4,000*","2.9* (1.5, 5.6)"
2004,UHF34,410,3,Rockaways,"4.6 (2.5, 8.1)","3,000","4.4 (2.5, 7.9)"
2004,UHF34,305307,3,Upper East Side-Gramercy,"2.9* (1.4, 5.8)","9,000*","2.9* (1.4, 5.7)"
2004,UHF34,306308,3,Chelsea-Village  ,"2.7* (1.3, 5.6)","5,000*","2.7* (1.2, 5.9)"
2004,UHF34,309310,3,Union Square-Lower Manhattan,"5.1 (3.0, 8.6)","10,000","5.0 (2.8, 8.7)"
2004,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"4.5* (1.8, 10.7)","6,000*","3.9* (1.6, 9.2)"
2004,UHF34,501502,3,Northern SI,"4.1* (2.2, 7.7)","5,000*","4.2* (2.2, 7.8)"
2004,UHF34,503504,3,Southern SI,"5.9 (3.4, 10.0)","11,000","5.7 (3.3, 9.7)"
2004,UHF34,105106107,3,South Bronx,"10.2 (7.2, 14.1)","33,000","10.0 (7.1, 13.9)"
2004,Borough,1,1,Bronx,"7.6 (6.1, 9.4)","70,000","7.5 (6.0, 9.4)"
2004,Borough,2,1,Brooklyn,"5.5 (4.6, 6.6)","100,000","5.5 (4.6, 6.6)"
2004,Borough,3,1,Manhattan,"4.3 (3.3, 5.5)","53,000","4.2 (3.3, 5.4)"
2004,Borough,4,1,Queens,"3.3 (2.6, 4.2)","58,000","3.3 (2.6, 4.2)"
2004,Borough,5,1,Staten Island,"5.1 (3.4, 7.8)","17,000","5.1 (3.4, 7.7)"
2004,Citywide,1,0,New York City,"4.9 (4.4, 5.5)","297,000","4.9 (4.4, 5.5)"
2003,UHF34,101,3,Kingsbridge - Riverdale,"5.1 (2.9, 9.1)","3,000","5.0 (2.8, 8.7)"
2003,UHF34,102,3,Northeast Bronx,"5.9 (3.3, 10.5)","7,000","5.1 (2.9, 8.9)"
2003,UHF34,103,3,Fordham - Bronx Pk,"4.8 (2.8, 8.0)","7,000","4.6 (2.7, 7.8)"
2003,UHF34,104,3,Pelham - Throgs Neck,"6.1 (3.7, 9.9)","11,000","6.3 (3.9, 10.1)"
2003,UHF34,201,3,Greenpoint,"3.1* (1.6, 5.8)","3,000*","3.3* (1.7, 6.1)"
2003,UHF34,202,3,Downtown - Heights - Slope,"6.5* (3.7, 11.2)","9,000*","6.0* (3.3, 10.8)"
2003,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"5.9 (3.4, 10.0)","12,000","6.3 (3.7, 10.5)"
2003,UHF34,204,3,East New York,"5.7 (3.4, 9.4)","6,000","5.9 (3.6, 9.3)"
2003,UHF34,205,3,Sunset Park,"5.9* (3.1, 10.9)","5,000*","5.4* (2.9, 9.6)"
2003,UHF34,206,3,Borough Park,"3.9 (2.3, 6.5)","8,000","4.0 (2.4, 6.7)"
2003,UHF34,207,3,East Flatbush - Flatbush,"2.0* (1.0, 4.0)","4,000*","2.2* (1.1, 4.4)"
2003,UHF34,208,3,Canarsie - Flatlands,"3.8* (1.9, 7.3)","4,000*","3.0* (1.6, 5.7)"
2003,UHF34,209,3,Bensonhurst - Bay Ridge,"2.0* (1.0, 4.0)","3,000*","2.1* (1.1, 4.2)"
2003,UHF34,210,3,Coney Island - Sheepshead Bay,"2.7* (1.3, 5.5)","6,000*","2.8* (1.4, 5.7)"
2003,UHF34,211,3,Williamsburg - Bushwick,"9.5 (5.8, 15.1)","9,000","8.1 (5.5, 11.7)"
2003,UHF34,301,3,Washington Heights,"3.4* (1.6, 7.1)","5,000*","3.1* (1.5, 6.5)"
2003,UHF34,302,3,Central Harlem - Morningside Heights,"8.9 (5.5, 13.9)","9,000","8.4 (5.3, 13.1)"
2003,UHF34,303,3,East Harlem,"7.9 (4.8, 12.8)","5,000","6.9 (4.3, 10.9)"
2003,UHF34,304,3,Upper West Side,"3.8* (1.6, 9.1)","6,000*","3.5* (1.5, 7.9)"
2003,UHF34,401,3,Long Island City - Astoria,"3.4* (1.8, 6.5)","6,000*","3.7* (1.6, 8.1)"
2003,UHF34,402,3,West Queens,"5.2 (3.1, 8.7)","16,000","5.4 (3.3, 8.9)"
2003,UHF34,403,3,Flushing - Clearview,"2.4* (1.1, 4.9)","5,000*","2.5* (1.2, 5.1)"
2003,UHF34,405,3,Ridgewood - Forest Hills,"3.2* (1.7, 5.9)","6,000*","3.5* (1.8, 6.5)"
2003,UHF34,407,3,Southwest Queens,"3.2* (1.7, 6.2)","5,000*","2.9* (1.5, 5.4)"
2003,UHF34,408,3,Jamaica,"4.8* (2.7, 8.6)","10,000*","5.0* (2.7, 8.8)"
2003,UHF34,409,3,Southeast Queens,"2.2* (1.0, 4.7)","3,000*","2.3* (1.0, 4.9)"
2003,UHF34,410,3,Rockaways,"5.8 (3.4, 9.9)","4,000","6.0 (3.5, 10.0)"
2003,UHF34,305307,3,Upper East Side-Gramercy,"4.5* (2.4, 8.4)","11,000*","4.5* (2.4, 8.2)"
2003,UHF34,306308,3,Chelsea-Village  ,"5.0* (2.2, 11.0)","9,000*","5.4* (2.6, 11.1)"
2003,UHF34,309310,3,Union Square-Lower Manhattan,"4.5 (2.6, 7.7)","6,000","3.5 (2.2, 5.7)"
2003,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"3.9* (2.1, 7.4)","5,000*","4.0* (2.1, 7.5)"
2003,UHF34,501502,3,Northern SI,"6.6 (3.8, 11.2)","7,000","6.2 (3.6, 10.4)"
2003,UHF34,503504,3,Southern SI,"2.3* (1.1, 4.6)","4,000*","2.4* (1.2, 4.9)"
2003,UHF34,105106107,3,South Bronx,"8.8 (6.2, 12.2)","24,000","8.3 (6.0, 11.6)"
2003,Borough,1,1,Bronx,"6.7 (5.4, 8.3)","52,000","6.4 (5.2, 7.9)"
2003,Borough,2,1,Brooklyn,"4.4 (3.6, 5.3)","69,000","4.3 (3.6, 5.1)"
2003,Borough,3,1,Manhattan,"4.8 (3.7, 6.3)","51,000","4.6 (3.6, 5.9)"
2003,Borough,4,1,Queens,"3.8 (3.0, 4.7)","60,000","3.9 (3.1, 4.9)"
2003,Borough,5,1,Staten Island,"4.0 (2.6, 6.2)","11,000","4.0 (2.6, 6.1)"
2003,Citywide,1,0,New York City,"4.6 (4.2, 5.2)","244,000","4.6 (4.1, 5.1)"